Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1963,Graduation,Married,22419.0,0,0,30,47,19,21,42,1,3,2,2,8,0,0,63,159,7,0
1949,Master,Married,81698.0,0,0,179,520,111,123,47,1,3,8,13,1,0,1,77,980,24,0
1952,Graduation,Together,43462.0,1,1,90,97,15,6,15,6,4,1,5,8,0,0,74,223,10,2
1978,PhD,Single,54880.0,1,0,308,137,102,45,118,2,6,2,11,5,0,0,48,710,19,1
1982,Graduation,Married,79908.0,0,0,557,761,29,185,111,1,5,6,7,2,0,0,44,1643,18,0
1970,2n Cycle,Married,15315.0,0,0,7,13,15,8,17,2,2,0,4,5,0,0,56,60,6,0
1959,Graduation,Together,87771.0,0,1,1492,287,50,57,33,1,5,10,4,6,0,1,67,1919,19,1
1978,Graduation,Married,33039.0,1,0,30,12,8,8,12,1,2,0,4,5,0,0,48,70,6,1
1980,Graduation,Single,81741.0,0,0,249,940,58,134,38,0,6,6,7,2,0,0,46,1419,19,0
1971,Master,Together,71499.0,0,1,465,132,136,0,37,2,8,3,13,4,0,0,55,770,24,1
1970,2n Cycle,Married,62466.0,0,1,129,259,168,121,83,5,6,3,12,4,0,0,56,760,21,1
1963,PhD,Divorced,48799.0,0,1,174,81,28,6,24,3,3,2,7,3,0,0,63,313,12,1
1950,PhD,Together,52157.0,0,1,189,29,3,2,40,2,3,2,5,4,0,0,76,263,10,1
1962,Graduation,Single,66565.0,0,1,747,161,65,40,42,4,4,2,9,8,0,0,64,1055,15,1
1951,Master,Together,29298.0,1,1,6,2,2,0,1,1,1,0,2,5,0,0,75,11,3,2
1979,Graduation,Single,47691.0,0,1,14,3,0,0,4,1,1,0,2,6,0,0,47,21,3,1
1970,Graduation,Together,38200.0,1,1,12,4,0,0,1,1,1,0,2,7,0,0,56,17,3,2
1974,Graduation,Married,44989.0,0,1,98,106,49,10,106,5,5,1,5,6,0,0,52,369,11,1
1968,PhD,Married,38443.0,1,1,32,5,0,0,1,2,1,0,3,7,0,0,58,38,4,2
1978,2n Cycle,Single,38593.0,1,0,51,49,17,24,24,3,4,1,3,8,0,0,48,165,8,1
1970,PhD,Together,64413.0,0,1,200,44,0,10,20,1,5,1,5,5,0,0,56,274,11,1
1981,Master,Married,36959.0,1,0,25,25,6,0,0,2,2,0,3,8,0,0,45,56,5,1
1977,PhD,Married,61996.0,0,1,1050,144,0,0,24,3,6,4,8,5,0,1,49,1218,18,1
1968,Graduation,Married,51287.0,1,1,117,22,13,0,30,3,4,1,3,7,0,0,58,182,8,2
1970,Graduation,Married,13260.0,1,1,9,17,10,2,7,4,3,0,3,8,0,0,56,45,6,2
1966,PhD,Together,47472.0,1,1,56,11,0,0,8,2,2,0,4,5,0,0,60,75,6,2
1956,Master,Together,54603.0,1,1,145,46,17,2,4,6,4,2,4,7,0,0,70,214,10,2
1974,PhD,Married,45207.0,1,1,203,10,0,0,2,5,3,1,6,6,0,0,52,215,10,2
1967,2n Cycle,Together,47821.0,1,1,9,16,6,6,10,1,1,0,3,8,0,0,59,47,4,2
1951,Master,Married,27450.0,0,0,37,23,8,11,52,1,2,1,3,7,0,0,75,131,6,0
1983,Graduation,Together,39453.0,1,0,46,7,0,0,2,2,2,0,3,6,0,0,43,55,5,1
1971,2n Cycle,Together,26850.0,1,1,31,13,7,2,9,4,2,1,4,4,0,0,55,62,7,2
1955,Graduation,Widow,79800.0,0,0,1060,530,32,0,224,1,5,11,5,3,0,1,71,1846,21,0
1961,Master,Married,61794.0,0,1,264,188,54,47,11,2,4,4,10,2,0,0,65,564,18,1
1955,Graduation,Together,53863.0,0,1,399,30,6,4,30,3,7,1,7,7,0,0,71,469,15,1
1959,Graduation,Together,24221.0,0,0,8,9,2,5,22,1,1,1,3,4,0,0,67,46,5,0
1984,PhD,Single,39684.0,1,0,19,35,6,4,17,2,2,1,2,7,1,1,42,81,5,1
1975,Master,Married,92163.0,0,0,817,797,106,163,20,0,5,11,5,2,0,1,51,1903,21,0
1965,Master,Single,69882.0,0,0,292,635,132,127,165,1,3,7,9,1,0,0,61,1351,19,0
1977,Graduation,Together,33178.0,1,0,12,2,11,2,16,1,1,0,3,4,0,0,49,43,4,1
1972,PhD,Married,59973.0,0,0,130,168,20,34,0,1,3,4,7,1,0,0,54,352,14,0
1975,Master,Together,17459.0,1,0,6,16,3,10,30,3,3,1,2,7,0,1,51,65,6,1
1969,Graduation,Divorced,23910.0,1,0,16,18,7,1,13,1,2,0,3,7,0,0,57,55,5,1
1969,Master,Married,42169.0,1,1,19,9,0,0,2,2,1,0,3,8,0,0,57,30,4,2
1978,2n Cycle,Married,26224.0,1,0,4,15,13,9,15,3,2,1,3,6,0,0,48,56,6,1
1981,Graduation,Together,31089.0,1,0,31,31,2,8,4,3,3,0,4,8,0,0,45,76,7,1
1961,Graduation,Single,30081.0,0,1,36,2,0,0,4,1,1,0,3,7,0,0,65,42,4,1
1960,Graduation,Together,62807.0,0,1,526,135,10,21,99,3,5,3,12,5,0,0,66,791,20,1
1955,Graduation,Single,72906.0,0,0,400,519,71,75,54,1,3,4,9,1,0,0,71,1119,16,0
1948,PhD,Married,61467.0,0,2,410,114,0,5,49,3,5,2,10,5,0,0,78,578,17,2
1966,Master,Together,49618.0,1,1,80,26,4,2,14,4,3,1,3,7,0,0,60,126,7,2
1986,Master,Single,21888.0,1,0,88,46,2,3,64,4,5,1,2,10,0,1,40,203,8,1
1956,Graduation,Divorced,26150.0,2,1,5,13,3,5,1,1,1,0,3,7,0,0,70,27,4,3
1975,Basic,Married,30801.0,0,1,8,5,15,2,11,2,1,0,3,7,0,0,51,41,4,1
1965,Graduation,Married,81168.0,0,0,410,592,147,22,22,1,6,4,7,3,0,0,61,1193,17,0
1969,Master,Single,26877.0,0,0,101,76,20,18,40,2,3,1,6,6,0,0,57,255,10,0
1944,Master,Widow,45006.0,0,0,162,53,16,0,10,1,3,1,7,3,0,0,82,241,11,0
1973,Basic,Married,18978.0,1,0,2,1,4,7,15,1,1,0,3,8,0,0,53,29,4,1
1969,PhD,Single,48240.0,0,0,389,248,64,49,41,3,6,3,13,5,0,1,57,791,22,0
1974,Graduation,Married,45837.0,1,1,215,87,17,17,24,5,6,2,5,7,0,0,52,360,13,2
1965,Master,Single,35791.0,2,1,27,5,0,0,3,2,1,0,3,8,0,0,61,35,4,3
1976,PhD,Together,162397.0,1,1,85,16,2,1,2,0,0,0,1,1,0,0,50,106,1,2
1978,Graduation,Widow,54162.0,1,1,5,10,6,5,10,1,1,0,3,4,0,0,48,36,4,2
1960,Master,Married,30522.0,0,1,179,83,19,11,26,5,1,2,9,2,0,0,66,318,12,1
1961,PhD,Married,54456.0,0,1,352,27,10,0,15,3,6,1,7,6,0,0,65,404,14,1
1971,Graduation,Single,31632.0,0,0,17,12,11,15,32,1,2,1,2,7,0,0,55,87,5,0
1949,Graduation,Widow,72298.0,0,0,625,169,58,17,35,1,4,3,6,1,0,0,77,904,13,0
1978,2n Cycle,Single,36975.0,1,0,10,11,0,4,2,1,1,0,3,7,0,0,48,27,4,1
1955,2n Cycle,Married,72635.0,0,0,390,323,104,35,107,1,6,8,6,3,0,0,71,959,20,0
1976,Graduation,Married,13624.0,1,0,10,15,2,1,6,2,2,0,3,6,0,0,50,34,5,1
1975,Graduation,Single,84196.0,0,1,215,507,231,31,190,1,8,4,7,3,0,0,51,1174,19,1
1960,Graduation,Together,70971.0,0,1,1001,572,93,125,17,7,11,11,5,7,0,1,66,1808,27,1
1977,PhD,Divorced,34487.0,1,1,19,33,24,1,8,3,3,0,3,9,0,0,49,85,6,2
1977,Graduation,Single,28769.0,1,0,41,129,10,3,3,3,4,1,4,9,0,0,49,186,9,1
1970,PhD,Married,69084.0,1,0,1181,199,39,30,30,2,7,3,13,8,0,0,56,1479,23,1
1958,PhD,Together,65488.0,0,0,603,207,36,18,54,1,3,4,6,1,0,0,68,918,13,0
1960,2n Cycle,Single,32218.0,0,0,10,15,13,1,30,1,2,1,3,7,0,1,66,69,6,0
1973,Graduation,Single,83917.0,0,0,514,732,42,198,79,1,6,7,7,3,0,1,53,1565,20,0
1962,Graduation,Divorced,46102.0,2,1,14,1,0,0,1,1,1,0,2,7,0,0,64,16,3,3
1952,Graduation,Single,84574.0,0,0,387,713,38,54,163,1,9,11,11,5,0,0,74,1355,31,0
1962,Graduation,Married,56181.0,0,1,121,69,8,44,48,1,4,2,7,4,0,0,64,290,13,1
1950,Master,Divorced,63120.0,0,1,965,279,54,41,69,5,8,4,9,7,0,1,76,1408,21,1
1971,Graduation,Married,73691.0,0,1,707,250,85,43,73,2,6,2,8,2,0,0,55,1158,16,1
1948,PhD,Together,76140.0,0,0,586,653,17,0,26,1,5,9,6,2,0,0,78,1282,20,0
1959,PhD,Divorced,62859.0,0,1,1063,102,16,12,25,4,9,4,6,6,0,0,67,1218,19,1
1964,Graduation,Single,45906.0,0,1,305,27,4,3,144,2,5,4,4,5,0,0,62,483,13,1
1947,Master,Together,77632.0,0,0,1200,758,0,42,147,1,4,2,6,2,0,1,79,2147,12,0
1971,PhD,Married,46463.0,1,1,163,40,8,11,11,7,3,1,6,6,0,0,55,233,10,2
1970,Graduation,Together,105471.0,0,0,1009,104,202,21,207,0,9,8,13,3,0,1,56,1543,30,0
1970,Master,Divorced,55282.0,1,0,125,73,8,4,19,1,3,1,6,4,0,0,56,229,10,1
1977,Master,Married,78710.0,0,1,721,152,119,50,50,3,7,6,12,4,0,0,49,1092,25,1
1958,Graduation,Together,66886.0,0,1,315,62,41,31,146,2,7,1,7,5,0,0,68,595,15,1
1960,Master,Single,98777.0,0,0,1000,711,125,115,38,0,4,6,9,1,0,0,66,1989,19,0
1985,Graduation,Together,29103.0,1,0,16,17,6,3,6,2,1,0,3,9,0,0,41,48,4,1
1974,Graduation,Married,67445.0,0,1,757,217,29,80,11,5,9,6,12,6,0,0,52,1094,27,1
1950,PhD,Together,50616.0,0,1,30,25,0,1,9,1,1,1,4,2,0,0,76,65,6,1
1955,Graduation,Divorced,49431.0,0,1,219,100,26,0,17,2,7,1,5,8,0,0,71,362,13,1
1975,Graduation,Divorced,153924.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,51,5,0,0
1953,Graduation,Together,61278.0,0,1,111,28,2,6,15,2,3,1,4,6,0,0,73,162,8,1
1947,PhD,Together,73059.0,0,1,410,420,0,82,71,1,9,3,13,4,0,0,79,983,25,1
1966,PhD,Single,46734.0,1,2,100,39,6,1,76,4,3,2,3,6,0,0,60,222,8,3
1963,Graduation,Together,56253.0,0,1,509,65,7,11,5,4,7,2,9,6,0,0,63,597,18,1
1975,Graduation,Widow,58330.0,0,1,445,213,104,98,151,1,6,4,13,4,0,0,51,1011,23,1
1980,Basic,Married,25965.0,0,0,2,11,41,7,11,1,2,0,3,8,0,0,46,72,5,0
1956,Master,Together,14661.0,0,0,4,11,6,2,2,1,1,0,3,6,0,0,70,25,4,0
1959,Graduation,Married,18690.0,0,0,6,7,23,4,19,1,1,1,2,8,0,0,67,59,4,0
1974,PhD,Together,45068.0,0,1,14,3,0,0,3,1,1,0,2,7,0,0,52,20,3,1
1987,Basic,Single,21063.0,1,0,1,11,19,3,15,2,2,0,3,6,0,0,39,49,5,1
1968,PhD,Married,29187.0,1,0,26,6,0,0,2,1,1,0,3,8,0,0,58,34,4,1
1971,2n Cycle,Married,54690.0,1,1,111,37,7,9,18,3,3,1,5,3,0,0,55,182,9,2
1964,PhD,Married,59304.0,0,1,418,428,80,51,10,3,7,8,10,5,0,0,62,987,25,1
1962,Master,Single,59247.0,0,2,327,122,19,14,83,5,5,2,9,6,0,0,64,565,16,2
1970,Graduation,Widow,66731.0,0,1,371,194,58,106,141,4,4,3,6,3,0,0,56,870,13,1
1980,Graduation,Married,77353.0,0,1,275,107,69,101,59,2,6,4,8,4,0,0,46,611,18,1
1974,Graduation,Married,26751.0,2,0,1,5,0,3,1,1,1,0,2,8,0,0,52,10,3,2
1963,PhD,Married,81300.0,0,1,1004,145,32,12,36,3,10,3,5,5,0,1,63,1229,18,1
1979,Graduation,Single,70337.0,0,0,187,149,25,43,91,1,2,2,12,1,0,0,47,495,16,0
1985,2n Cycle,Married,36145.0,1,0,56,76,17,1,18,4,4,1,3,9,0,1,41,168,8,1
1980,PhD,Single,65295.0,0,0,365,117,34,110,6,1,3,3,13,2,0,0,46,632,19,0
1963,Graduation,Divorced,68118.0,0,1,595,123,10,23,154,2,8,9,4,6,0,0,63,905,21,1
1967,Graduation,Divorced,68743.0,0,0,1132,384,175,134,115,1,11,5,13,7,0,0,59,1940,29,0
1982,2n Cycle,Together,41039.0,0,0,34,137,179,61,45,1,8,1,5,8,0,0,44,456,14,0
1955,Graduation,Together,38946.0,0,1,116,82,6,6,41,2,3,1,6,5,0,0,71,251,10,1
1967,Graduation,Together,65777.0,0,0,565,435,28,32,54,1,2,8,6,1,0,0,59,1114,16,0
1976,PhD,Divorced,66476.0,0,1,372,126,47,48,78,2,5,2,11,4,0,0,50,671,18,1
1972,PhD,Single,86857.0,0,0,899,838,133,102,40,1,5,6,10,2,0,1,54,2012,21,0
1982,PhD,Married,160803.0,0,0,55,1622,17,3,4,15,0,28,1,0,0,0,44,1701,29,0
1989,PhD,Together,77845.0,0,0,760,480,0,40,26,1,3,5,12,1,0,0,37,1306,20,0
1969,PhD,Together,69476.0,0,0,260,559,63,9,67,1,4,6,4,2,0,0,57,958,14,0
1960,PhD,Divorced,50611.0,0,1,459,24,6,0,4,6,4,5,7,6,0,1,66,493,16,1
1970,Graduation,Single,61209.0,0,0,466,224,119,49,99,1,5,3,4,2,0,0,56,957,12,0
1958,Master,Together,42315.0,0,1,67,80,17,11,80,3,1,4,4,3,0,0,68,255,9,1
1952,Basic,Together,13084.0,0,0,2,7,3,7,10,1,1,0,3,6,0,0,74,29,4,0
1949,Master,Widow,47570.0,1,1,67,20,0,2,31,3,2,2,2,7,0,1,77,120,6,2
1961,Master,Married,61923.0,0,2,92,18,3,3,6,1,2,1,4,3,0,0,65,122,7,2
1995,Graduation,Single,34824.0,0,0,4,11,2,0,4,1,1,0,2,6,0,0,31,21,3,0
1949,PhD,Single,26518.0,1,1,20,28,3,3,2,3,2,0,3,8,0,1,77,56,5,2
1961,Graduation,Single,45938.0,0,0,273,178,62,83,29,2,8,4,6,6,0,0,65,625,18,0
1960,Graduation,Together,78468.0,0,0,434,388,104,22,34,1,10,7,10,4,0,0,66,982,27,0
1973,Graduation,Divorced,78901.0,0,1,321,309,33,26,34,3,9,3,5,4,0,0,53,723,17,1
1978,Graduation,Married,71427.0,2,0,212,177,15,64,23,2,8,2,8,4,0,0,48,491,18,2
1978,Graduation,Divorced,71022.0,0,1,909,278,0,12,242,3,5,2,11,8,0,0,48,1441,18,1
1988,Master,Single,90247.0,0,0,1184,352,21,16,16,1,3,4,7,1,0,1,38,1589,14,0
1968,Master,Divorced,41335.0,1,0,112,21,16,14,5,3,4,1,4,7,0,0,58,168,9,1
1970,PhD,Divorced,35682.0,1,0,23,8,6,2,18,1,1,1,3,2,0,0,56,57,5,1
1951,Graduation,Divorced,43185.0,0,1,537,42,16,6,30,2,9,3,6,8,0,0,75,631,18,1
1948,PhD,Together,66375.0,0,1,712,45,0,0,191,3,2,4,5,7,0,0,78,948,11,1
1986,Graduation,Married,25252.0,1,0,1,4,2,2,6,1,1,0,2,8,0,0,40,15,3,1
1965,Master,Single,55250.0,0,1,664,83,32,0,66,4,7,5,10,5,0,0,61,845,22,1
1975,Graduation,Single,33249.0,1,0,6,21,19,14,42,2,2,1,3,6,0,0,51,102,6,1
1953,Graduation,Together,58398.0,0,0,299,201,21,21,49,3,5,4,8,4,0,0,73,591,17,0
1982,Graduation,Together,50272.0,1,0,99,66,43,8,4,3,4,1,5,7,0,0,44,220,10,1
1975,PhD,Married,76618.0,0,0,749,294,121,160,147,1,3,2,5,1,0,0,51,1471,10,0
1960,2n Cycle,Divorced,87305.0,0,0,345,501,63,138,80,1,5,3,8,2,0,1,66,1127,16,0
1978,Graduation,Together,25851.0,1,0,9,18,7,5,5,2,2,0,3,7,0,0,48,44,5,1
1970,Graduation,Divorced,58710.0,0,1,440,368,0,122,174,6,11,5,9,6,0,0,56,1104,25,1
1958,Graduation,Single,45160.0,1,1,8,5,3,0,3,1,1,0,2,7,0,0,68,19,3,2
1965,Master,Married,74806.0,0,1,670,249,0,28,9,2,5,4,5,4,0,0,61,956,14,1
1954,Graduation,Married,59111.0,0,0,524,134,28,28,155,1,11,1,8,7,0,0,72,869,20,0
1984,PhD,Married,18988.0,1,0,6,6,2,1,1,2,1,0,3,7,0,0,42,16,4,1
1965,Graduation,Married,72190.0,0,0,597,597,172,166,249,1,5,6,4,3,0,0,61,1781,15,0
1976,Graduation,Married,7500.0,1,0,7,12,13,7,32,5,4,1,2,9,0,1,50,71,7,1
1955,Graduation,Married,80395.0,0,0,445,706,80,76,48,1,6,5,12,2,0,0,71,1355,23,0
1976,Master,Divorced,75012.0,0,0,294,218,164,58,151,1,3,8,11,1,0,0,50,885,22,0
1965,Master,Married,56962.0,2,1,292,77,10,3,26,7,6,3,5,7,0,0,61,408,14,3
1991,Graduation,Together,89891.0,0,0,412,132,59,28,183,1,11,6,8,4,0,0,35,814,25,0
1949,PhD,Divorced,35946.0,1,1,8,3,0,0,0,1,0,0,3,5,0,0,77,11,3,2
1953,PhD,Together,53593.0,1,1,349,78,6,0,43,8,7,2,6,8,0,0,73,476,15,2
1948,PhD,Divorced,45072.0,1,2,144,99,7,2,30,5,6,1,4,8,0,0,78,282,11,3
1973,Graduation,Divorced,89694.0,1,1,1126,211,37,28,42,3,4,3,4,5,0,0,53,1444,11,2
1949,Graduation,Married,72025.0,0,0,967,617,43,50,0,1,4,8,13,2,0,1,77,1677,25,0
1973,Graduation,Married,67432.0,0,1,432,341,177,136,170,2,8,5,4,4,0,0,53,1256,17,1
1952,Master,Together,70545.0,0,1,138,63,55,18,21,1,4,1,7,2,0,0,74,295,12,1
1989,Basic,Married,17487.0,1,0,0,1,7,4,6,1,1,0,2,7,0,0,37,18,3,1
1969,Graduation,Together,62882.0,0,1,509,497,78,24,97,2,7,5,6,4,0,0,57,1205,18,1
1953,PhD,Single,64108.0,0,1,948,86,13,21,21,4,6,9,11,5,0,0,73,1089,26,1
1956,Master,Together,34941.0,1,1,39,25,4,3,24,2,3,0,3,8,0,0,70,95,6,2
1950,PhD,Single,48767.0,1,2,28,21,3,0,10,3,2,1,3,5,0,0,76,62,6,3
1978,2n Cycle,Together,38702.0,1,0,13,24,13,8,40,2,3,0,4,6,0,0,48,98,7,1
1964,Graduation,Married,82224.0,0,0,307,360,138,31,40,1,6,9,5,3,0,0,62,876,20,0
1952,Graduation,Together,83844.0,0,0,901,345,75,31,191,1,4,4,11,1,0,0,74,1543,19,0
1975,2n Cycle,Married,17003.0,1,0,2,12,4,8,7,3,2,0,4,5,0,0,51,33,6,1
1995,Graduation,Single,71163.0,0,0,283,372,138,106,44,1,3,8,12,1,0,0,31,943,23,0
1970,Graduation,Single,33697.0,1,0,4,7,0,3,11,1,1,0,2,7,0,0,56,25,3,1
1954,2n Cycle,Married,63564.0,0,0,769,252,15,34,65,1,10,10,7,6,0,1,72,1135,27,0
1972,PhD,Together,83443.0,0,0,518,742,55,56,84,1,6,10,5,2,0,0,54,1455,21,0
1958,PhD,Together,51518.0,0,1,350,66,17,4,4,2,3,2,10,3,0,0,68,441,15,1
1969,Graduation,Married,80952.0,0,0,778,689,41,27,44,1,8,5,11,8,0,1,57,1579,24,0
1979,Graduation,Together,75507.0,0,0,709,374,104,80,80,1,8,6,6,3,0,0,47,1347,20,0
1978,2n Cycle,Together,63855.0,0,0,359,314,93,116,89,1,7,3,13,4,0,0,48,971,23,0
1972,PhD,Together,62220.0,0,1,799,375,16,12,12,5,7,6,5,6,0,1,54,1214,18,1
1964,Graduation,Married,58512.0,0,1,895,101,13,0,152,5,3,4,8,8,0,0,62,1161,15,1
1979,Master,Married,40662.0,1,0,40,23,0,4,23,2,2,1,3,4,0,0,47,90,6,1
1959,PhD,Married,38829.0,0,1,76,7,0,0,16,1,3,2,2,5,0,0,67,99,7,1
1981,2n Cycle,Married,35523.0,1,0,11,22,12,5,11,2,3,0,3,7,0,0,45,61,6,1
1967,Graduation,Single,79146.0,1,1,245,223,21,43,16,2,8,1,8,6,0,0,59,548,17,2
1988,Master,Married,78285.0,0,0,647,391,175,67,40,1,6,4,10,3,0,0,38,1320,20,0
1978,PhD,Single,31626.0,1,0,39,9,2,1,34,1,2,1,2,7,0,1,48,85,5,1
1952,Graduation,Single,75127.0,0,0,203,305,46,17,227,1,2,11,5,1,0,0,74,798,18,0
1955,Graduation,Married,48726.0,0,1,138,38,4,0,59,3,3,2,4,6,0,0,71,239,9,1
1977,Graduation,Married,74985.0,0,0,587,898,247,0,86,1,3,6,7,2,0,0,49,1818,16,0
1987,Graduation,Together,67430.0,0,0,595,291,127,133,121,1,11,5,12,6,0,0,39,1267,28,0
1965,2n Cycle,Married,46891.0,0,1,43,23,29,15,61,1,2,1,4,4,0,0,61,171,7,1
1956,Master,Married,62058.0,0,1,301,74,10,0,58,4,6,1,7,6,0,0,70,443,14,1
1979,Graduation,Married,72063.0,0,1,180,348,76,32,90,2,5,2,12,2,0,0,47,726,19,1
1951,PhD,Married,78939.0,0,0,794,243,150,0,205,1,8,5,6,3,0,0,75,1392,19,0
1965,Graduation,Single,42720.0,1,1,392,91,28,26,112,8,7,3,7,8,0,1,61,649,17,2
1972,Graduation,Married,33622.0,1,1,39,22,3,4,12,3,2,0,4,7,0,0,54,80,6,2
1957,PhD,Together,6835.0,0,1,107,12,2,2,12,0,0,0,1,20,0,0,69,135,1,1
1953,Graduation,Together,41452.0,1,1,13,3,0,0,0,1,1,0,2,7,0,0,73,16,3,2
1965,PhD,Single,40760.0,0,1,70,17,0,0,6,2,2,1,3,6,0,0,61,93,6,1
1958,PhD,Together,74250.0,0,0,680,392,75,0,0,1,2,11,4,1,0,0,68,1147,17,0
1955,Master,Single,51124.0,1,1,26,11,0,1,4,2,1,0,3,3,0,0,71,42,4,2
1971,Graduation,Single,72258.0,0,1,522,522,227,120,134,2,6,9,5,2,0,0,55,1525,20,1
1974,PhD,Single,71466.0,0,0,412,546,78,182,0,1,4,4,10,1,0,0,52,1218,18,0
1976,Graduation,Together,36283.0,1,1,6,5,8,0,5,2,1,0,3,4,0,0,50,24,4,2
1970,Graduation,Single,20587.0,1,0,2,6,4,1,9,1,1,1,2,7,0,0,56,22,4,1
1972,Graduation,Married,30467.0,1,0,1,8,2,5,5,1,1,0,2,7,0,0,54,21,3,1
1972,Graduation,Together,31590.0,1,0,6,15,6,6,3,1,1,0,3,8,0,0,54,36,4,1
1986,Basic,Married,20425.0,1,0,4,5,3,16,17,2,2,0,3,7,0,0,40,45,5,1
1960,Master,Together,17144.0,1,1,18,19,0,2,6,5,3,0,4,7,0,0,66,45,7,2
1968,PhD,Divorced,42564.0,0,1,324,186,39,18,198,6,6,8,4,7,0,1,58,765,18,1
1978,Master,Married,43783.0,1,0,327,125,25,4,139,6,7,1,8,7,0,0,48,620,16,1
1976,Graduation,Divorced,40780.0,0,1,229,71,13,3,34,4,7,1,5,9,0,0,50,350,13,1
1945,Master,Together,62847.0,0,0,521,706,80,76,61,1,3,6,4,2,0,0,81,1444,13,0
1957,PhD,Married,82017.0,0,0,184,446,30,23,23,1,5,4,7,2,0,1,69,706,16,0
1950,Graduation,Single,16813.0,0,0,4,11,12,2,13,1,2,0,3,7,0,0,76,42,5,0
1978,Graduation,Married,51267.0,1,1,183,64,7,2,12,4,3,3,5,4,0,0,48,268,11,2
1961,Graduation,Single,46524.0,0,1,31,35,26,14,52,2,1,1,5,3,0,0,65,158,7,1
1962,Master,Single,45183.0,0,0,219,60,12,9,12,1,4,1,7,7,0,0,64,312,12,0
1954,PhD,Married,70421.0,0,1,479,136,75,14,35,3,10,3,7,6,0,0,72,739,20,1
1965,2n Cycle,Divorced,60161.0,0,1,584,212,46,8,177,3,11,4,8,8,0,0,61,1027,23,1
1973,Graduation,Together,73926.0,0,0,627,597,159,91,15,1,6,5,12,3,0,0,53,1489,23,0
1968,Graduation,Married,19329.0,1,0,24,16,12,2,5,3,4,0,3,8,0,0,58,59,7,1
1970,Master,Married,61872.0,0,1,330,159,36,27,16,4,4,4,9,4,0,0,56,568,17,1
1956,Graduation,Widow,46984.0,1,1,19,10,2,1,8,1,1,0,3,5,0,0,70,40,4,2
1951,Graduation,Married,34838.0,1,1,28,29,29,14,47,3,2,1,4,6,0,0,75,147,7,2
1944,PhD,Single,82716.0,0,0,606,228,15,148,22,1,6,8,13,2,0,0,82,1019,27,0
1958,Graduation,Married,48192.0,0,0,1039,204,153,58,29,3,2,8,12,8,0,1,68,1483,22,0
1976,Master,Married,49681.0,0,2,411,26,0,0,21,6,7,1,7,7,0,0,50,458,15,2
1971,Master,Married,56850.0,0,1,34,19,2,7,0,1,1,1,3,2,0,0,55,62,5,1
1957,Graduation,Married,55267.0,0,1,161,136,32,3,45,4,3,4,6,3,0,0,69,377,13,1
1972,Graduation,Married,59666.0,1,1,623,178,23,17,133,7,3,2,8,8,0,0,54,974,13,2
1972,Graduation,Single,72504.0,0,1,604,470,123,161,94,2,5,9,6,2,0,0,54,1452,20,1
1981,Graduation,Married,26872.0,0,0,3,8,3,16,32,1,1,1,2,6,0,0,45,62,4,0
1972,Graduation,Single,21359.0,1,0,12,17,6,1,10,2,2,0,3,8,0,1,54,46,5,1
1975,Graduation,Single,73170.0,0,0,184,256,50,30,32,1,5,4,6,2,0,0,51,552,15,0
1955,Master,Married,52750.0,0,1,393,239,90,69,69,6,5,7,9,4,0,0,71,860,21,1
1986,PhD,Together,91820.0,0,0,410,747,76,161,30,0,5,5,12,1,0,0,40,1424,22,0
1970,PhD,Together,65968.0,0,1,376,83,19,4,4,2,5,4,7,3,0,0,56,486,16,1
1976,Graduation,Married,30772.0,1,1,7,4,2,1,4,1,1,0,2,6,0,0,50,18,3,2
1954,Graduation,Single,22507.0,0,0,68,226,51,157,68,3,10,2,4,9,0,0,72,570,16,0
1972,Graduation,Married,65685.0,0,1,642,49,0,7,57,1,9,2,9,5,0,0,54,755,20,1
1978,2n Cycle,Married,25804.0,1,0,8,9,13,6,12,2,2,0,3,8,0,0,48,48,5,1
1980,PhD,Single,76412.0,0,0,840,804,23,71,17,1,5,4,8,3,0,1,46,1755,17,0
1972,Graduation,Married,22063.0,1,0,7,13,3,11,11,2,2,0,3,7,0,0,54,45,5,1
1961,Graduation,Single,57091.0,0,0,464,64,7,0,37,1,7,3,7,5,0,1,65,572,17,0
1959,2n Cycle,Divorced,78353.0,0,1,752,476,39,153,34,1,10,2,11,8,0,0,67,1454,23,1
1954,Graduation,Married,93404.0,1,2,1279,287,20,0,15,3,3,4,7,5,0,0,72,1601,14,3
1962,Graduation,Divorced,37859.0,1,2,22,8,2,1,2,2,1,0,3,8,0,0,64,35,4,3
1958,PhD,Widow,80995.0,0,1,860,409,73,56,56,1,8,9,4,4,0,0,68,1454,21,1
1984,Graduation,Together,16529.0,1,0,3,5,13,0,1,1,1,0,3,6,0,0,42,22,4,1
1976,PhD,Divorced,55412.0,1,1,10,28,11,1,8,1,2,0,3,5,0,0,50,58,5,2
1992,Graduation,Single,48789.0,0,0,351,156,7,5,145,1,6,4,7,6,0,0,34,664,17,0
1967,PhD,Together,56575.0,0,2,421,90,0,16,10,3,7,3,7,5,0,0,59,537,17,2
